"No.","Judul","Abstrak"
"566","Penerapan Model Pembelajaran Guided Inquiry Untuk Meningkatkan Motivasi dan Hasil Belajar Siswa Pada mata Pelajaran Simulasi dan Komunikasi Digital Di SMKN 7 Makassar","Rahmi Sahara, 2020. Penerapan model pembelajaran Guided Inquiry untuk meningkatkan motivasi dan hasil belajar siswa pada mata pelajaran Simulasi dan Komunikasi Digital di SMK Negeri 7 Makassar. Prodi Pendidikan Teknik Informatika dan Komputer. Jurusan Teknik Informatika dan Komputer. Fakultas Teknik. Universitas Negeri Makassar, (dibimbing oleh: Riana T Mangesa dan Ruslan). Penelitian ini bertujuan untuk mengetahui prosedur penerapan model pembelajaran guided inquiry, meningkatan motivasi dan hasil belajar siswa kelas X Kompetensi Keahlian Rekayas Perangkat Lunak di SMK Negeri 7 Makassar melalui penerapan model pembelajaran guided inquiry. Penelitian ini merupakan penelitian tindakan kelas yang terdiri atas empat tahapan yaitu perencanaan tindakan, pelaksanaan tindakan, evaluasi dan refleksi. Penelitian ini dilaksanakan dalam dua siklus, setiap siklus terdiri atas dua kali pertemuan. Data dikumpulkan menggunakan teknik dokumentasi, angket, observasi, dan tes online melalui google form. Teknik analisis data yang digunakan adalah analisis statistik deskriptif. Hasil penelitian menunjukkan bahwa penerapan model pembelajaran guided inquiry dapat meningkatkan motivasi dan hasil belajar siswa kelas X RPL di SMK Negeri 7 Makassar. Oleh karena itu disarankan kepada pihak guru dan sekolah untuk menerapkan model pembelajaran guided inquiry secara luas."
"567","PENGEMBANGAN GAME EDUKASI SISTEM GERAK PADA MANUSIA MENGGUNAKAN MIT APP INVENTOR SEBAGAI MEDIA PEMBELAJARAN IPA SISWA KELAS VIII SMP NEGERI 26 MAKASSAR","Pengembangan media pembelajaran pada materi sistem gerak pada manusia bertujuan untuk menghasilkan media pembelajaran yang bersifat valid dan praktis. Penelitian ini adalah jenis penelitian Research and Development (R & D) dengan menggunakan model pengembangan ADDIE, yaitu analisis (analysis), desain (design), pengembangan (development), implementasi (implementation), dan evaluasi (evaluation). Media pembelajaran yang dikembangkan berupa media dalam bentuk gambar, materi dan kuis yang disatukan dalam bentuk permainan. Aplikasi yang digunakan dalam pengembangan ini yaitu MIT App Inventor. Uji validitas produk dilakukan dengan menggunakan standar pengujian ISO 25010 yaitu functionality suitability, portability dan usability serta dua validator ahli materi. Uji kepraktisan produk dilakukan di SMP 26 Makassar dengan 1 guru guru bidang studi IPA dan 30 peserta didik di kelas VIII-6. Hasil penilaian dari pengujian menggunakan standar pengujian ISO 25010 aspek functional suitability diperoleh featurne completeness 1, portability dengan nilai 1 dan untuk usability diperoleh 88,4 kategori sangat valid. Kepraktisan media diperoleh respon guru dengan nilai 95,16%. Kategori sangat praktis dan respon siswa dengan nilai 81,10% kategori sangat praktis. Berdasarkan hasil penelitian dapat disimpulkan bahwa media pembelajaran pada materi sistem gerak pada manusia kelas VIII SMP yang dikembangkan bersifat valid dan praktis."
"568","PENGEMBANGAN APLIKASI MOBILE LEARNING BERBASIS ANDROID PADA MATA PELAJARAN FISIKA (MALABBIRI’-TA) UNTUK MENINGKATKAN HASIL BELAJAR SISWA SMKS GARUDAYA BONTONOMPO","ABSTRAK Nurul Magfirah 2021. Development In Aplications Android Based Mobile Learning In Physics Courses (Malabbiri'-Ta) To Improve Student Learning Results SMKS Garudaya Bontonompo. Prodi Pendidikan Teknik Informatika dan Komputer. Jurusan Teknik Informatika dan Komputer. Fakultas Teknik. Universitas Negeri Makassar, (dibimbing oleh: .H Alimuddin Sa’ban Miru, dan H. Ruslan. Penelitian ini bertujuan untuk ; 1) Mengetahui kelayakan Aplikasi Malabbiri’-TA yang telah dikembangkan umtuk meningkatkan hasil belajar siswa SMKS Garudaya Bontonompo, 2) Mengetahui kepraktisan Aplikasi Malabbiri’- TA untuk meningkatkan hasil belajar siswa SMKS Garudaya Bontonompo. Penelitian ini merupakan penelitian dan pengembangan (R & D) yang bertujuan untuk menghasilkan produk sesuai dengan situasi nyata dan tujuan yang ingin dicapai. Model pengembangan menggunakan model ADDIE (Analysis, Design, Development, Implementation, Evaluation). Pengumpulan data penelitian menggunakan instrumen peneltian ynag meliputi; wawancara, angket, observasi, kuisioner. Teknik analisis data yang digunakan ialah teknik analisis data kualitatif dan kuantitatif. Hasil penelitian dan pengembangan ialah Aplikasi Fisika Mobile Learning berbasis android (Malabbiri’-TA) di dasarkan pada aspek kelayakan dan kepraktisan penggunaan produk media pembelajaran. Lagkah-langkah pembuatan Aplikasi Malabbiri’-TA meliputi; a) Tahap Analisis (Analysis), b) Tahap Desain (Design) produk, konsep dan kerangka bagian tubuh, c) Tahap pengembangan (Development) produk, pembuatan aplikasi Malabbiri’- TA, d) Tahap implementasi (Implementation) produk uji coba dan uji lapangan, dan e) tahap evaluasi (evaluation) produk (revisi dan validasi). Kelayakan dan kepraktisan aplikasi Malabbiri’-TA melalui uji coba produk dan hasil evaluasi materi usaha dan energi. Hasil penelitian menunjukkan bahwa Aplikasi Malabbiri’-TA berada pada kategori valid dan efektif untuk digunakan oleh siswa dalam proses belajar mengajar Kata Kunci: Aplikasi, Mobile Learning, Malabbiri’-TA, Android, Usaha dan Energi"
"569","PENGEMBANGAN E-MODUL PEMBELAJARAN PEMROGRAMAN DASAR KELAS X DI SMK NEGERI 5 BONE","Penelitian ini bertujuan untuk: (1) Mengetahui hasil pengembangan e-modul pembelajaran pemrograman dasar di SMK Negeri 5 Bone, (2) Mengetahui tingkat kelayakan e-modul pembelajaran pemrograman dasar di SMK Negeri 5 Bone. Penelitian ini merupakan jenis penelitian pengembangan (Research and Development) dengan mengacu pada model pengembangan ADDIE yang meliputi Analysis (Analisis), Design (Desain/Perancangan), Development (Pengembangan), Implementation (Implementasi), Evaluation (Evaluasi). Subjek penelitian ini meliputi 2 ahli media dan 2 ahli materi yang masing-masing terdiri dari 1 dosen dan 1 guru mata pelajaran dan siswa kelas X TKJ SMK Negeri 5 Bone. Objek penelitian ini merupakan e-modul pembelajaran. Adapun instrumen yang digunakan untuk penilaian kelayakan e-modul yaitu meliputi lembar penilaian kelayakan oleh ahli materi, lembar penilaian kelayakan oleh ahli media, dan angket respon siswa terhadap penggunaan e-modul. Hasil pengujian berada pada kategori yang sangat layak dan dinyatakan layak digunakan sebagai bahan ajar dengan perolehan keseluruhan aspek oleh ahli materi dan ahli media sebesar 92% dan 90.2% dan respon siswa sebanyak 35 orang sebagai pengguna sebesar 82% sehingga kelayakan e-modul yang dikembangkan termasuk dalam kategori ""Sangat Layak""."
"570","PENGEMBANGAN MODUL TRAINER KONTROL MOTOR SERVO MENGGUNAKAN ARDUINO UNO PADA MATA KULIAH TEKNIK KENDALI DIGITAL","Reski Anria Nasir, 1629040042, 2021. Pengembangan Modul Trainer Kontrol Motor Servo menggunakan arduiono uno pada mata kuliah Teknik Kendali Digital. Program Studi Pendidikan Teknik Informatika dan Komputer, Jurusan Teknik Informatika dan Komputer, Fakultas Teknik, Universitas Negeri Makassar. Pembimbing: Abdul Muis Mappalotteng dan Hasrul Bakri. Penelitian Skripsi ini menghasilkan media pembelajaran yang berupa modul trainer kontrol motor servo menggunakan arduino uno pada mata kuliah teknik kendali digital. Media pembelajaran tersebut bertujuan untuk mengetahui tingkat hasil pengembangan modul trainer kontrol motor servo menggunakan arduino uno. Selain itu mengetahui tanggapan mahasiswa terhadap penggunaan modul trainer kontrol motor servo menggunakan arduino uno pada mata kuliah teknik kendali digital di Program Studi Pendidikan Teknik Informatika dan Komputer JTIK FT UNM. Metode penelitian yang digunakan adalah metode penelitian dan pengembangan (R & D) sebagaimana metode ini paling efektif digunakan untuk meneliti pemberian hal baru kepada objek yang diteliti. Pada penelitian ini menggunakan model penelitian ADDIE (Analysis-Design-Develop-Implement-Evaluate). Mengetahui kelayakan terhadap modul trainer kontrol motor servo menggunakan arduino uno pada mata kuliah teknik kendali digital dilakukan (1) validasi trainer oleh 2 validator, (2) penilaian tanggapan mahasiswa terhadap modul trainer kontrol motor servo menggunakan arduino uno. Penelitian ini mengembangkan perangkat pembelajaran berupa jobsheet dan modul trainer kontrol motor servo menggunakan arduino uno pada mata kuliah teknik kendali digital, di Universitas Negeri Makassar, Hasil uji coba modul trainer kontrol motor servo menggunakan arduino uno dengan menggunakan tiga tahap yaitu evaluasi satu lawan satu dengan (one to one) memiliki presentase 100% dengan kategori sangat baik, dan uji coba kelompok kecil (small group evaluation) memiliki presentase 100% dengan kategori sangat baik , dan evaluasi lapangan (field evaluation) memiliki presentase 100% dengan kategori sangat baik. Hal ini berarti modul trainer kontrol motor servo menggunakan arduino uno sangat layak digunakan."
"571","PENGEMBANGAN SISTEM INFORMASI ADMINISTRASI KANTOR URUSAN AGAMA (KUA) KECAMATAN SENDANA KABUPATEN MAJENE","Penelitian ini adalah penelitian dan pengembangan (R&D) yang bertujuan untuk mengembangkan sistem informasi administrasi Kantor Urusan Agama (KUA) Kecamatan Sendana, melakukan pengujian tingkat kelayakan sistem informasi administrasi Kantor Urusan Agama (KUA) Kecamatan Sendana, dan mengetahui hasil uji Pengembangan Sistem Infomasi Administrasi Pernikahan Kantor Urusan Agama Kecamatan Sendana Kabupaten Mejene. Penelitian ini menggunakan model pengembangan prototype dengan tahapan: pengumpulan kebutuhan, membangun prototype, evaluasi prototype, mengkodekan sistem, menguji sistem, evaluasi sistem, dan penggunaan sistem. Pengujian standar kualitas ISO/IEC 25010 dengan 8 aspek yakni functionality suitability, usability, reliability, performance efficiency, maintainability, security, compatibility dan portability. Data dikumpulkan menggunakan pedoman observasi, dokumentasi dan angket. Hasil penelitian menunjukkan bahwa sistem informasi ini dapat digunakan untuk administrasi kantor urusan agama dan telah memenuhi standar ISO/IEC 25010. Berdasarkan hasil pengujian menggunakan ISO 25010 diperoleh hasil : (a) functionality suitability sistem dapat digunakan dengan baik dan berfungsi secara keseluruhan; (b) reliability menggunakan bantuan webserver stress tool 8 dengan persentase kesuksesan dengan menggunakan click test, time test, ramp test adalah 100%; (c) portability menunjukkan sistem dapat berjalan dengan baik di beberapa situs browser dengan menggunakan bantuan broweserstack.com; (d) pengujian performance efficiency dilakukan dengan menggunakan aplikasi GTMetriks diperoleh hasil 60% rata-rata load semua halaman adalah 60%, nilai ini masuk pada kategori baik; (e) Aspek maintainability telah memenuhi standar; (f) pengujian security diperoleh status aman; (g) pengujian compatibility adalah sistem dapat berjalan dengan baik; dan (h) usability di mana user menggunakan dan menanggapi sistem informasi dengan jumlah responden 30 orang memperoleh kategori sangat baik."
"572","PENGEMBANGAN SISTEM INFORMASI DATA ALUMNI JURUSAN PENDIDIKAN TEKNIK ELETRO FAKULTAS TEKNIK UNIVERSITAS NEGERI MAKASSAR","Perkembangan teknologi internet dan website berkembang begitu cepat serta menjadi salah satu hal penting saat ini, website merupakan media publikasi elektronik yang memiliki beragam keunggulan. Berdasarkan keunggulan tersebut, maka pemanfaatan website dalam bidang pendidikan sangatlah penting untuk menunjang efektifitas dan efisiensi dalam pelaksanaannya. Seperti halnya pada proses pendataan alumni Jurusan Pendidikan Teknik Elektro Universitas Negeri Makassar yang tidak efektif karena masih menggunakan sistem manual. Oleh karena itu penelitian ini bertujuan untuk mengembangkan Sistem Informasi Data Alumni Jurusan Pendidikan Teknik Elektro Fakultas Teknik Universitas Negeri Makassar berbasis Web dan menguji kualitas dan kelayakan sistem berdasarkan standar kualitas ISO/IEC 25010. Penelitian ini menggunakan model pengembangan Rapid Application Development (RAD) dengan tahapan Requirement Planing, Design System dan Implementasi. Teknik analisis data yang digunakan adalah deskriptif. Data dikumpulkan menggunakan wawancara, dokumentasi dan angket. kualitas perangkat lunak di uji menggunakan pengujian Standar ISO/IEC 25010 dengan pengujian 4 aspek yakni functional suitability, reability, portability, dan usability. Hasil penelitian menunjukkan bahwa Sistem Informasi Data Alumni Jurusan Pendidikann Teknik Elektro Fakultas Teknik Universitas Negeri Makassar valid dan sudah layak digunakan setelah diuji menggunakan standar ISO 25010. Dalam pengujiannya diperoleh hasil: a) functionality suitability bernilai 1 berarti sistem dapat digunakan dengan baik; b) reability dengan presentasi kesuksesan dengan menggunakan click test, time test, ramp test adalah 100%; c) portability bernilai 1 yang berarti sistem dapat berjalan dengan baik di berbagai perangkat; dan d) usability dengan jumlah responden 30 memperoleh rata-rata presentase kelayakan sebesar 85,3% atau dengan kategori sangat baik."
"573","Pengembangan Aplikasi E-Module Mata Pelajaran Teknologi Jaringan Berbasis Luas Berbasis Android di SMK Negeri 2 Pinrang","Noor Azlina, 1629040055, 2021. Pengembangan Aplikasi E-Module Mata Pelajaran Teknologi Jaringan Berbasis Luas Berbasis Android di SMK Negeri 2 Pinrang, Skripsi. Program Studi Pendidikan Teknik Informatika dan Komputer, Jurusan Teknik Informatika dan Komputer, Fakultas Teknik, Universitas Negeri Makassar. Pembimbing: Udin Sidik Sidin dan Hasrul Bakri. Penelitian ini adalah penelitan pengembangan yang bertujuan untuk a) Mengembangkan aplikasi e-module pada mata pelajaran Teknologi Jaringan Berbasis Luas Berbasis Android di SMK Negeri 2 Pinrang, b) Mengetahui kelayakan aplikasi e-module pada mata pelajaran Teknologi Jaringan Berbasis Luas. Jenis Penelitian yang digunakan dalam penelitian ini adalah R&D dan model pengembangan yang digunakan dalam penelitian ini adalah model 4D Thiagarajan yaitu pendefinisian (define), perancangan (design), pengembangan (development), dan penyebaran (dissemination). Pada Pengembangan ini tidak sampai pada tahap penyebaran (dissemination) karena adanya beberapa keterbatasan peneliti. Media divalidasi oleh 4 orang ahli dan pengujian terhadap 30 siswa kelas XI TKJ di SMK Negeri 2 Pinrang dengan 2 tahap uji coba. Teknik analisis yang digunakan adalah teknik analisis kuantitatif. Hasil penelitian ini adalah: (a) berdasarkan hasil penelitian yang diperoleh dari uji validasi ahli materi didapatkan kualifikasi sangat valid dan ahli media dengan kualifikasi sangat valid, (b) hasil uji coba siswa kelompok kecil dengan persentase 80% sangat baik dan 20% baik, sedangkan uji kelompok besar dengan persentase 54% sangat baik dan 46% baik."
"574","Pengembangan Sistem Informasi Akademik di Pondok Pesantren Al-Junaidiyah Biru","Penelitian ini merupakan jenis penelitian Research and Development (R&D) yang bertujuan untuk mengembangkan Sistem Informasi Akademik di Pondok Pesantren Al-Junaidiyah Biru, menguji kelayakan berdasarkan ISO 25010 dan tanggapan pengguna. Berdasarkan pengembangan prototyping dengan tahapan; pengumpulan kebutuhan, membangun prototype, evaluasi prototype, pengkodean sistem, menguji sistem, evaluasi sistem, menggunakan sistem. Pengujian standar kualitas ISO 25010 dengan pengujian 5 aspek yakni; functionality suitability, usability,performance efficiency, portability, dan security. Adapun hasil pengujian pada functionality suitability diperoleh hasil yang berada pada kategori baik, pada pengujian usability diperoleh nilai 91.3% dengan kategori sangat layak, pengujian performance efficiency menggunakan GTMatrix membutuhkan waktu untuk menampilkan sistem 1,1 detik dengan predikat baik; pada pengujian portability bernilai 1 yang berarti sistem berjalan dengan baik diberbagai perangkat; dan pada pengujian security diuji menggunakan software malware.com dan diperoleh status aman."
"575","SISTEM INFORMASI WISATA PERMANDIAN AIR PANAS LEJJA KAB. SOPPENG SEBAGAI MEDIA INFORMASI PARIWISATA BERBASIS WEB","Penelitian ini merupakan penelitian pengembangan (Research and Development). Penelitian ini bertujuan untuk membuat Sistem Informasi Wisata Lejja berbasis Web di Kabupaten Soppeng. Penelitian ini menggunakan model pengembangan waterfall dalam tahap membangun waterfall, analisa kebutuhan, desain sistem, penulisan kode program, pengujian dan penerapan program. Teknik analisis data yang digunakan adalah pengujian ISO 25010 menggunakan 8 karakteristik, yakni functionality suitability, portability,usability, reliability, performance effeciency, security, maintability dan, Compatibility Untuk pengujian functionality suitability menggunakan instrumen validasi, untuk pengujian portability menggunakan software browserstack, sedangkan pengujian usability menggunakan kuesioner yang berisi 30 pertanyaan. Untuk reliability menggunakan pengujian software webserver stress tool, pengujian performance effeciency menggunakan GTMetrix, pengujian security menggunakan software malware removal, pengujian maintability dilakukan menggunakan instrumen dan pengujian Compatibility menggunakan software sortsite. Hasil pengujian dari functionality suitability menunjukkan tingkat kelayakan 100 %, untuk hasil pengujian reliability sistem dinyatakan layak karena sistem dapat berjalan dengan baik dengan tingkat keberhasilan rata-rata 99,61%. Pada pengujian portability menunjukkan sistem dapat berjalan dengan baik. untuk pengujian usability menunjukkan tingkat kelayakan 90,9%. Pengujian performance efficiency menunjukkan nilai baik. Untuk Pengujian Security menunjukkan nilai Baik, Pengujian Maintability menunjukkan nilai baik, dan pengujian Compatibility menunjukkan sistem berjalan dengan baik"
"576","Pengaruh Pengunaan Internet Sebagai Sumber Belajar dan Kemandirian Belajar Terhadap Prestasi Belajar Siswa Sekolah Menengah Kejuruan di SMKN 3 Makassar","Penelitian ini bertujuan untuk mengetahui pengaruh penggunaan internet sebagai sumber belajar dan kemandirian belajar baik secara sendiri- sendiri maupun secara bersama-sama dengan prestasi belajar siswa kelas X TKJ mata pelajaran Komputer dan Jaringan dasar di SMKN 3 Makassar. Penelitian ini termasuk penelitian ex post facto. Pengumpulan data dilakukan ke 70 siwa kelas X, dengan Teknik pengolahan data yang digunakan adalah: (1) uji prasyarat (uji normalitas, uji lineritas, dan uji multikolinieritas); dan (2) analisis regresi ganda. Hasil dari Penelitian ini adalah sebagai berikut (1) Ditunjukkan kecenderungan penggunaan internet sebagai sumber belajar siswa kelas X TKJ SMKN 3 Makassar terletak pada kategori tinggi. (2) Ditunjukkan kecenderungan kemandirian belajar siswa kelas X TKJ SMKN 3 Makassar terletak pada kategori tinggi. (3) Berdasarkan prestasi belajar siswa terdapat 3 (3%) siswa yang belum tuntas, dan terdapat 67 (96%) siswa yang telah mendapatkan nilai di atas atau sama dengan nilai KKM yaitu 75. (4) Terdapat pengaruh yang positif dan signifikan terhadap Penggunaan Internet Sebagai Sumber Belajar Terhadap Prestasi Belajar Siswa dimana besarnya korelasi adalah positif 0,628 dan nilai signifikasi 0,001<0,05. (5) Terdapat pengaruh yang positif dan signifikan antara Kemandirian Belajar terhadap Prestasi Belajar Siswa dimana besarnya korelasi adalah positif 0,436 dan nilai signifikasi 0,001<0,05. (6) Terdapat pengaruh yang positif dan signifikan secara bersama sama antara Penggunaan Internet Sebagai Sumber Belajar dan Kemandirian Belajar terhadap Prestasi Belajar siswa di mana nilai F adalah sebesar 38,250 dengan signifikasi 0,001 < 0,05."
"577","Pengembangan Media Pembelajaran Interaktif Menggunakan Adobe Animate Untuk Anak Disleksia Di Smpn 2 Polongbangkeng Utara Kabupaten Takalar","Penelitian ini bertujuan untuk mengetahui pengembangan media pembelajaran berbasis animasi untuk siswa Disleksia dan mengetahui tanggapan pengguna (user) dengan adanya media pembelajaran berbasis animasi dan dikembangkan menggunakan aplikasi Adobe Animate. Pengujian yang telah dilakukan pada validasi materi yang menunjukkan bahwa materi yang disajikan ""sangat layak"", kemudian pengujian pada validasi media yang menunjukkan bahwa media yang dibuat ""sangat layak"", serta hasil pengujian media pembelajaran menggunakan Adobe Animate dapat berjalan dengan baik. Hasil pengembangan media pembelajaran mendapatkan respon oleh 10 responden dari siswa Disleksia di SMP Negeri 2 Polongbangkeng Utara dengan penilaian ""sangat Baik""."
"578","Pengembangan Aplikasi Game Edukasi 3D “Finding Geometry” Berbasis Unity sebagai Media Pembelajaran Bangun Ruang Matematika di SDN Bontokamase","Penelitian ini adalah penelitian pengembangan yang bertujuan untuk a) Mengetahui hasil pengembangan aplikasi Game edukasi 3D Finding Geometry berbasis Unity sebagai media pembelajaran bangun ruang matematika, b) Mengetahui tanggapan pengguna terhadap aplikasi Game edukasi 3D Finding Geometry berbasis Unity sebagai media pembelajaran bangun ruang matematika. Metode penelitian yang digunakan adalah Research and Development (R&D) dan menggunakan model pengembangan ADDIE, yaitu analisis, desain, pengembangan, implementasi, dan evaluasi. Game edukasi divalidasi oleh 2 orang ahli untuk pengujian aspek media dan 2 orang ahli untuk pengujian aspek materi. Pengujian tanggapan pengguna Game Finding Geometry melibatkan 30 siswa kelas V di SDN Bontokamase. Teknik pengumpulan data yang dilakukan adalah wawancara, observasi, dan kuesioner. Hasil penelitian ini adalah: a) aplikasi game edukasi 3D Finding Geometry berbasis Unity sebagai media pembelajaran bangun ruang matematika yang diterapkan untuk siswa SDN Bontokamase, b) hasil tanggapan pengguna terhadap pengembangan game edukasi Finding Geometry berbasis Unity sebagai media pembelajaran bangun ruang matematika mendapat persentase rata-rata sebesar 82,7% dari 30 responden sehingga dapat dikategorikan tanggapan pengguna terhadap game Finding Geometry sangat baik."
"579","Pengembangan Sistem Absensi Mahasiswa Realtime menggunakan PHP, MySQL, SMS Gateway dan Framework CodeIgniter","Perkembangan ilmu pengetahuan pada semua bidang saat ini begitu pesat begitupun dengan teknologi yang semakin maju. Teknologi informasi banyak dimanfaatkan oleh berbagai instansi untuk memaksimalkan kinerjanya. Sebagai salah satu contoh penggunaan teknologi informasi sebagai sarana pembelajaran di dunia pendidikan. Perkembangan tersebut juga dimanfaatkan pada sistem presensi mahasiswa yang juga berperan penting dalam proses belajar mengajar. Pendidikan Teknik Informatika dan Komputer merupakan salah satu Program Studi di Jurusan Teknik Informatika dan Komputer merupakan salah satu jurusan yang ada di Fakultas Teknik Universitas Negeri Makassar yang absensi mahasiswanya belum terekap dengan baik sehingga memungkinkan terjadinya kehilangan data dan kesulitan dalam mencari data. Penelitian ini menggunakan model four-D (4D). Penelitian ini bertujuan untuk mengembangkan sebuah sistem absensi mahasiswa realtime berbasis SMS gateway. Pengujian kualitas perangkat lunak sistem menggunakan standar ISO 25010 dengan beberapa karakteristik. Hasil penelitian menunjukkan bahwa sistem berada pada kategori layak digunakan dan telah memenuhi standar kualitas perangkat lunak berdasarkan ISO 25010."
"580","Pengaruh Penerapan Metode Creative Learning Terhadap Hasil Belajar Siswa pada Mata Pelajaran Administrasi Sistem Jaringan di SMK Negeri 3 Makassar","FITRI. 2021. Pengaruh Penerapan Metode Creative Learning Terhadap Hasil Belajar Siswa Pada Mata Pelajaran Administrasi Sistem Jaringan di SMK Negeri 3 Makassar. Skripsi. Prodi Pendidikan Teknik Informatika dan Komputer. Jurusan Teknik Informatika dan Komputer. Fakultas Teknik. Universitas Negeri Makassar, (dibimbing oleh: Alimuddin Sa’ban Miru dan Ruslan). Penelitian ini bertujuan : (1) Untuk mengetahui pengaruh penerapan metode Creative Learning terhadap hasil belajar siswa pada mata pelajaran Administrasi Sistem Jaringan di SMK Negeri 3 Makassar; dan (2) Untuk mengetahui besar nilai rata-rata hasil belajar siswa setelah penerapan metode Creative Learning pada mata pelajaran Administrasi Sistem Jaringan di SMK Negeri 3 Makassar. Metode penelitian yang digunakan adalah Quasi Eksperiment dengan menggunakan desain Nonequivalent Control Group Design, sampel diambil secara purposive sampling dari dua kelas yaitu kelas XI TKJ-1 sebagai kelas eksperimen yang berjumlah 34 siswa dan kelas XI TKJ-2 sebagai kelas kontrol yang berjumlah 34 siswa. Teknik pengumpulan data menggunakan instrumen digital melalui tes. Data dianalisis dengan menggunakan analisis deskriptif dan uji-t. Hasil penelitian menunjukkan bahwa; (1) Ada pengaruh penerapan metode Creative Learning terhadap hasil belajar siswa pada mata pelajaran Administrasi Sistem Jaringan di SMK Negeri 3 Makassar, dan (2) Besar nilai rata-rata hasil belajar siswa setelah penerapan metode Creative Learning pada mata pelajaran Administrasi Sistem Jaringan di SMK Negeri 3 Makassar adalah sebesar 86,76."
"581","PEMANFAATAN METODE LITERASI MEDIA DALAM MENINGKATKAN PEMAHAMAN PENYEBARAN INFORMASI HOAKS DI MEDIA SOSIAL PADA KALANGAN SISWA SMA NEGERI 1 BALLA KABUPATEN MAMASA","Endri Hamzah Darwis, 2021. Pemanfaatan metode literasi media dalam meningkatkan pemahaman penyebaran informasi hoaks di media sosial pada kalangan siswa SMA Negeri 1 Balla Kabupaten Mamasa Skripsi. Prodi Pendidikan Teknik Informatika dan Komputer. Jurusan Teknik Informatika dan Komputer. Fakultas Teknik. Universitas Negeri Makassar. (dibimbing oleh: Alimuddin Sa'ban Miru dan Syamsurijal). Penelitian ini bertujuan untuk mengetahui (1) tingkat pemahaman siswa kelas XI IPA SMA Negeri 1 Balla Kabupaten Mamasa mengenai penyebaran informasi hoaks di media sosial setelah penerapan metode literasi media. (2) untuk mengetahui peningkatan signifikan terhadap pemahaman penyebaran informasi hoaks. Data dikumpulkan menggunakan tes dan dokumentasi. Teknik analisis data yang digunakan adalah analisis statistik deskriptif, uji normalitas, dan uji t-berpasangan (paired sample t-test). Hasil penelitian yang menunjukkan perolehan nilai signifikansi yang menyatakan bahwa jika nilai signifikansi (lebih besar) dari t tabel maka dapat di katakan bahwa Ha di terima dan H0 di tolak. Berdasarkan hasil penelitian ini dapat disimpulkan bahwa terjadi peningkatan yang signifikan dari penerapan metode literasi media terhadap pemahaman siswa kelas XI IPA SMA Negeri 1 Balla Kabupaten Mamasa tentang penyebaran informasi haoks di media sosial."
"582","Pengembangan Sistem Informasi Manajemen Aset Laboratorium Berbasis Web di Jurusan Teknik Informatika dan Komputer FT UNM","Penelitian ini merupakan jenis penelitian Research & Development (R&D) yang bertujuan untuk mengembangkan Sistem Informasi Manajemen Aset Laboratorium Berbasis Web di Jurusan Teknik Informatika dan Komputer, menguji kualitas dan kelayakan sistem berdasarkan standar kualitas ISO/IEC 25010. Penelitian ini menggunakan model pengembangan prototype dengan tahapan: pengumpulan kebutuhan, membangun prototype, evaluasi prototype, mengkodekan sistem, menguji sistem, evaluasi sistem, dan penggunaan sistem. Pengujian standar kualitas ISO/IEC 25010 dilakukan dengan menggunakan 6 aspek pengujian, yakni Fungsionality Suitability, Reliability, Performance Efficiency, Usability, Portability dan Security. Hasil penelitian ini menghasilkan Sistem Informasi Manajemen Aset Laboratorium Berbasis Web di Jurusan Teknik Informatika dan Komputer dan dapat digunakan setelah diuji menggunakan standar ISO 25010. Dalam pengujiannya diperoleh hasil: a) pengujian functionality suitability sistem dapat digunakan dengan baik dan berfungsi secara keseluruhan; b) pengujian reliability menggunakan bantuan WAPT tools untuk mendapatkan succesful sessions, failed sessions, succesful pages, failed pages, sucessful hits, dan failed hits. Berdasarkan hasil perhitungan, persentase kesuksesan adalah 100%; c) pengujian performance efficiency dilakukan dengan menggunakan aplikasi GTMetriks dan diperoleh nilai grade A, performa 94%, struktur 82% dan memperoleh waktu respon 2.4 detik; d) pengujian usability dengan jumlah responden 26 orang memperoleh kategori sangat baik; e) pengujian portability menunjukkan sistem dapat berjalan dengan baik di beberapa situs browser dengan menggunakan bantuan broweserstack.com; f) pengujian security dilakukan dengan menggunakan tools web malware scanner dan memperoleh hasil tingkatan keamanan pada level B."
